Action,Price,Bankroll,Type,Predicted_Next_Price
Buy,1.4072892214052952,99998.5927107786,Entry,1.282488362756016
Sell,1.4416532825074522,100000.03436406111,Exit,1.335230821224491
Buy,1.4244712519563738,99998.60989280915,Entry,1.335230821224491
Sell,1.4931993741606877,100000.10309218332,Exit,1.3678162516826353
Buy,1.1323767325880396,99998.97071545073,Entry,1.148625564932551
Sell,1.0464665798326473,100000.01718203057,Exit,1.051319310061899
Buy,1.0808306409348043,99998.93635138964,Entry,1.0972162549819167
Sell,1.0464665798326473,99999.98281796947,Exit,1.051319310061899
Buy,1.0121025187304904,99998.97071545075,Entry,1.051319310061899
Sell,1.0464665798326473,100000.01718203058,Exit,1.051319310061899
Buy,1.0292845492815688,99998.9878974813,Entry,1.051319310061899
Sell,1.0464665798326473,100000.03436406114,Exit,1.051319310061899
Buy,1.0121025187304904,99999.02226154241,Entry,1.051319310061899
Sell,0.891828304872941,99999.91408984728,Exit,1.035438936941309
Buy,0.891828304872941,99999.02226154241,Entry,1.035438936941309
Sell,1.0636486103837257,100000.0859101528,Exit,1.0915329123505082
Buy,1.0980126714858827,99998.98789748132,Entry,1.0915329123505082
Sell,0.9949204881794118,99999.9828179695,Exit,1.0456359674304903
Buy,0.9433743965261764,99999.03944357298,Entry,1.038788660746693
Sell,1.0292845492815688,100000.06872812226,Exit,1.0456359674304903
Buy,1.0292845492815688,99999.03944357298,Entry,1.0456359674304903
Sell,1.106603686761422,100000.14604725974,Exit,1.0915329123505082
Buy,1.1667407936901966,99998.97930646605,Entry,1.148625564932551
Sell,1.1495587631391182,100000.12886522918,Exit,1.148625564932551
Buy,1.1323767325880396,99998.9964884966,Entry,1.148625564932551
Sell,1.0808306409348043,100000.07731913753,Exit,1.0915329123505082
Buy,1.0636486103837257,99999.01367052714,Entry,1.0915329123505082
Sell,1.0121025187304904,100000.02577304587,Exit,1.0456359674304903
Buy,1.0121025187304904,99999.01367052714,Entry,1.0456359674304903
Sell,0.9090103354240194,99999.92268086257,Exit,1.035438936941309
Buy,0.9433743965261764,99998.97930646605,Entry,1.038788660746693
Sell,1.1839228242412752,100000.1632292903,Exit,1.148625564932551
Buy,1.1323767325880396,99999.03085255771,Entry,1.148625564932551
Sell,1.0980126714858827,100000.1288652292,Exit,1.0915329123505082
Buy,1.1495587631391182,99998.97930646606,Entry,1.148625564932551
Sell,1.2011048547923535,100000.18041132085,Exit,1.1721345037123991
Buy,1.2011048547923535,99998.97930646606,Entry,1.1721345037123991
Sell,1.1925138395168142,100000.17182030558,Exit,1.148625564932551
Buy,1.0292845492815688,99999.1425357563,Entry,1.0456359674304903
Sell,1.1151947020369612,100000.25773045834,Exit,1.0915329123505082
Buy,1.1495587631391182,99999.1081716952,Entry,1.148625564932551
Sell,1.1151947020369612,100000.22336639724,Exit,1.0915329123505082
Buy,1.0808306409348043,99999.14253575631,Entry,1.0915329123505082
Sell,1.0464665798326473,100000.18900233615,Exit,1.0456359674304903
Buy,1.0636486103837257,99999.12535372576,Entry,1.0915329123505082
Sell,1.0464665798326473,100000.1718203056,Exit,1.0456359674304903
Buy,1.0292845492815688,99999.14253575631,Entry,1.0456359674304903
Sell,1.0292845492815688,100000.1718203056,Exit,1.0456359674304903
Buy,1.0121025187304904,99999.15971778687,Entry,1.0456359674304903
Sell,1.0292845492815688,100000.18900233615,Exit,1.0456359674304903
Buy,1.037875564557108,99999.1511267716,Entry,1.0456359674304903
Sell,0.7887361215664701,99999.93986289317,Exit,1.0263312273677583
Buy,0.8231001826686271,99999.1167627105,Entry,1.0294751181544533
Sell,0.9949204881794118,100000.11168319869,Exit,1.0633583597060623
Buy,0.9863294729038726,99999.12535372579,Entry,1.0570516603074755
Sell,0.7028259688110777,99999.8281796946,Exit,0.9814307238608136
Buy,0.7114169840866169,99999.1167627105,Entry,0.9814307238608136
Sell,0.5825517549535283,99999.69931446546,Exit,0.9303014123976836
Buy,0.5138236327492144,99999.18549083271,Entry,0.8582578825683337
Sell,0.5481876938513713,99999.73367852657,Exit,0.9051951684617439
Buy,0.5653697244024498,99999.16830880217,Entry,0.9051951684617439
Sell,0.2904572355851942,99999.45876603776,Exit,0.6122383726205403
Buy,0.29904825086073344,99999.1597177869,Entry,0.6122383726205403
Sell,0.39354941889166506,99999.55326720579,Exit,0.7463650145786961
Buy,0.427913479993822,99999.1253537258,Entry,0.79674262476115
Sell,0.3763673883405866,99999.50172111414,Exit,0.6933119882767099
Buy,0.41073144944274353,99999.09098966469,Entry,0.7890856373775893
Sell,0.22172911338088028,99999.31271877808,Exit,0.42597078349741707
Buy,0.18736505227872333,99999.1253537258,Entry,0.42032145341755994
Sell,0.2045470828298018,99999.32990080863,Exit,0.42555012587814345
Buy,0.21313809810534104,99999.11676271053,Entry,0.42555012587814345
Sell,1.0292845492815688,100000.14604725981,Exit,1.0759252253941969
Buy,1.0636486103837257,99999.08239864942,Entry,1.121822170314215
Sell,1.0464665798326473,100000.12886522926,Exit,1.1131158056790351
Buy,1.0464665798326473,99999.08239864942,Entry,1.1131158056790351
Sell,1.2698329769966674,100000.35223162641,Exit,1.2229637678451166
Buy,1.2011048547923535,99999.15112677163,Entry,1.2163095406474491
Sell,1.2354689158945105,100000.38659568752,Exit,1.2163095406474491
Buy,1.2698329769966674,99999.11676271053,Entry,1.2388936738252012
Sell,1.2698329769966674,100000.38659568752,Exit,1.2388936738252012
Buy,1.4072892214052952,99998.97930646612,Entry,1.3671717247420616
Sell,1.4158802366808345,100000.39518670281,Exit,1.3671717247420616
Buy,1.4931993741606877,99998.90198732865,Entry,1.3997571552002055
Sell,1.4588353130585308,100000.3608226417,Exit,1.373378126837664
Buy,1.5791095269160802,99998.78171311477,Entry,1.4421226372244078
Sell,1.5962915574671586,100000.37800467224,Exit,1.4421226372244078
Buy,1.8196579546311789,99998.5583467176,Entry,1.5981058922001805
Sell,1.8196579546311789,100000.37800467224,Exit,1.5981058922001805
Buy,1.9227501379376497,99998.4552545343,Entry,1.652539560454788
Sell,1.939932168488728,100000.3951867028,Exit,1.6735086635833456
Buy,1.974296229590885,99998.42089047321,Entry,1.6825119981200976
Sell,1.9571141990398067,100000.37800467225,Exit,1.678000530429491
Buy,1.4244712519563738,99998.9535334203,Entry,1.3360529654505995
Sell,1.3901071908542169,100000.34364061114,Exit,1.2579139896583955
Buy,1.4244712519563738,99998.91916935919,Entry,1.3360529654505995
Sell,1.433062267231913,100000.35223162641,Exit,1.3360529654505995
Buy,1.0636486103837257,99999.28858301602,Entry,1.0972162549819167
Sell,1.1151947020369612,100000.40377771806,Exit,1.0972162549819167
Buy,1.2011048547923535,99999.20267286328,Entry,1.1778668539579757
Sell,1.2354689158945105,100000.43814177917,Exit,1.2030827434066191
Buy,1.0808306409348043,99999.35731113824,Entry,1.0972162549819167
Sell,1.0464665798326473,100000.40377771808,Exit,1.051319310061899
Buy,1.0980126714858827,99999.30576504659,Entry,1.0972162549819167
Sell,1.0464665798326473,100000.35223162643,Exit,1.051319310061899
Buy,1.0121025187304904,99999.3401291077,Entry,1.051319310061899
Sell,0.891828304872941,100000.23195741257,Exit,1.035438936941309
Buy,0.8402822132197055,99999.39167519935,Entry,1.0294751181544533
Sell,1.1151947020369612,100000.5068699014,Exit,1.0972162549819167
Buy,1.0808306409348043,99999.42603926046,Entry,1.0972162549819167
Sell,1.1151947020369612,100000.5412339625,Exit,1.0972162549819167
Buy,1.0636486103837257,99999.47758535211,Entry,1.0972162549819167
Sell,1.0292845492815688,100000.5068699014,Exit,1.051319310061899
Buy,1.0636486103837257,99999.443221291,Entry,1.0972162549819167
Sell,1.0292845492815688,100000.47250584028,Exit,1.051319310061899
Buy,1.037875564557108,99999.43463027573,Entry,1.051319310061899
Sell,1.0464665798326473,100000.48109685557,Exit,1.051319310061899
Buy,1.0121025187304904,99999.46899433684,Entry,1.051319310061899
Sell,0.7028259688110777,100000.17182030565,Exit,0.976891683086025
Buy,0.7887361215664701,99999.38308418408,Entry,1.0263312273677583
Sell,0.49664160219813597,99999.87972578628,Exit,0.7837228880231959
Buy,0.48805058692259673,99999.39167519935,Entry,0.7837228880231959
Sell,0.22172911338088028,99999.61340431274,Exit,0.4191559808705002
Buy,0.17018302172764485,99999.44322129102,Entry,0.4191559808705002
Sell,0.11863693007440941,99999.56185822109,Exit,0.3673419120518253
Buy,0.1358189606254879,99999.42603926046,Entry,0.4094800470000464
Sell,-0.05318337543637537,99999.37285588503,Exit,0.09622687375622689
Buy,-0.06177439071191461,99999.43463027573,Entry,0.09622687375622689
Sell,-0.15627555874284624,99999.278354717,Exit,-0.10451628758467006
Buy,-0.08754743653853232,99999.36590215354,Entry,0.09622687375622689
Sell,-0.13909352819176776,99999.22680862535,Exit,-0.10451628758467006
Buy,-0.12191149764068929,99999.34872012299,Entry,0.07194182676836411
Sell,-0.31091383370255254,99999.03780628929,Exit,-0.1307174166142778
Buy,-0.3023228184270133,99999.34012910772,Entry,-0.1307174166142778
Sell,-0.49991616976441583,99998.84021293795,Exit,-0.2606246148253753
Buy,-0.48273413921333735,99999.32294707716,Entry,-0.2606246148253753
Sell,-0.49991616976441583,99998.8230309074,Exit,-0.2606246148253753
Buy,-0.5170982003154942,99999.34012910772,Entry,-0.33108823957431
Sell,-1.118469269603241,99998.22165983812,Exit,-0.5190160083689863
Buy,-1.084105208501084,99999.30576504662,Entry,-0.4863323376482573
Sell,-0.5170982003154942,99998.7886668463,Exit,-0.33108823957431
Buy,-0.5858263225198082,99999.37449316883,Entry,-0.3362899399095218
Sell,-0.15627555874284624,99999.21821761009,Exit,-0.10451628758467006
Buy,-0.13909352819176776,99999.35731113829,Entry,-0.10451628758467006
Sell,-0.07036540598745385,99999.2869457323,Exit,0.09622687375622689
Buy,-0.07895642126299308,99999.36590215356,Entry,0.09622687375622689
Sell,-0.15627555874284624,99999.20962659482,Exit,-0.10451628758467006
Buy,-0.147684543467307,99999.35731113829,Entry,-0.10451628758467006
Sell,-0.13909352819176776,99999.21821761009,Exit,-0.10451628758467006
Buy,-0.13909352819176776,99999.35731113829,Entry,-0.10451628758467006
Sell,0.0499088078700955,99999.40721994615,Exit,0.18373923439540712
Buy,0.0499088078700955,99999.35731113829,Entry,0.18373923439540712
Sell,-0.13909352819176776,99999.21821761009,Exit,-0.10451628758467006
Buy,-0.13909352819176776,99999.35731113829,Entry,-0.10451628758467006
Sell,-0.1734575892939247,99999.183853549,Exit,-0.11533634451621838
Buy,-0.16486657401838548,99999.34872012302,Entry,-0.10451628758467006
Sell,-0.13909352819176776,99999.20962659482,Exit,-0.10451628758467006
Buy,-0.13909352819176776,99999.34872012302,Entry,-0.10451628758467006
Sell,-0.15627555874284624,99999.19244456428,Exit,-0.10451628758467006
Buy,-0.13909352819176776,99999.33153809248,Entry,-0.10451628758467006
Sell,-0.20782165039608166,99999.12371644207,Exit,-0.11533634451621838
Buy,-0.24218571149823864,99999.36590215357,Entry,-0.11533634451621838
Sell,-0.4311880475601019,99998.93471410601,Exit,-0.2606246148253753
Buy,-0.48273413921333735,99999.41744824522,Entry,-0.33108823957431
Sell,-0.4311880475601019,99998.98626019766,Exit,-0.2606246148253753
Buy,-0.4483700781111804,99999.43463027578,Entry,-0.2606246148253753
Sell,-0.8779208418881423,99998.55670943389,Exit,-0.44630654527319324
Buy,-0.8951028724392208,99999.45181230633,Entry,-0.44630654527319324
Sell,-0.8091927196838284,99998.64261958665,Exit,-0.4303942651248864
Buy,-0.8091927196838284,99999.45181230633,Entry,-0.4303942651248864
Sell,-0.36245992535578797,99999.08935238098,Exit,-0.2606246148253753
Buy,-0.3968239864579449,99999.48617636744,Entry,-0.33108823957431
Sell,-0.328095864253631,99999.15808050318,Exit,-0.2606246148253753
Buy,-0.33668687952917026,99999.49476738271,Entry,-0.2606246148253753
Sell,-0.3968239864579449,99999.09794339625,Exit,-0.3362899399095218
Buy,-0.36245992535578797,99999.4604033216,Entry,-0.33108823957431
Sell,-0.36245992535578797,99999.09794339625,Exit,-0.33108823957431
Buy,-0.37964195590686645,99999.47758535216,Entry,-0.33108823957431
Sell,-0.328095864253631,99999.1494894879,Exit,-0.2606246148253753
Buy,-0.29373180315147407,99999.44322129105,Entry,-0.1307174166142778
Sell,-0.36245992535578797,99999.0807613657,Exit,-0.33108823957431
Buy,-0.35386891008024873,99999.43463027578,Entry,-0.2606246148253753
Sell,-0.37964195590686645,99999.05498831987,Exit,-0.33108823957431
Buy,-0.3968239864579449,99999.45181230633,Entry,-0.3362899399095218
Sell,-0.3452778948047095,99999.10653441153,Exit,-0.2606246148253753
Buy,-0.33668687952917026,99999.44322129106,Entry,-0.2606246148253753
Sell,-0.3968239864579449,99999.0463973046,Exit,-0.3362899399095218
Buy,-0.36245992535578797,99999.40885722995,Entry,-0.33108823957431
Sell,-0.36245992535578797,99999.0463973046,Exit,-0.33108823957431
Buy,-0.37964195590686645,99999.4260392605,Entry,-0.33108823957431
Sell,-0.328095864253631,99999.09794339625,Exit,-0.2606246148253753
Buy,-0.4140060170090234,99999.51194941325,Entry,-0.3362899399095218
Sell,-0.8607388113370639,99998.65121060192,Exit,-0.41331944308296753
Buy,-0.79201068913275,99999.44322129106,Entry,-0.39887944401291225
Sell,-0.4311880475601019,99999.0120332435,Exit,-0.3362899399095218
Buy,-0.328095864253631,99999.34012910776,Entry,-0.2606246148253753
Sell,-0.15627555874284624,99999.18385354902,Exit,-0.11533634451621838
Buy,-0.15627555874284624,99999.34012910776,Entry,-0.11533634451621838
Sell,-0.03600134488529689,99999.30412776288,Exit,0.09679987951821215
Buy,-0.0016372837831399353,99999.30576504667,Entry,0.17482371449920572
Sell,-0.15627555874284624,99999.14948948793,Exit,-0.11476333875423313
Buy,-0.15627555874284624,99999.30576504667,Entry,-0.11476333875423313
Sell,-0.24218571149823864,99999.06357933517,Exit,-0.13014441085229253
Buy,-0.22500368094716017,99999.28858301611,Entry,-0.13014441085229253
Sell,-0.36245992535578797,99998.92612309076,Exit,-0.26005160906339003
Buy,-0.31091383370255254,99999.23703692446,Entry,-0.13014441085229253
Sell,-0.36245992535578797,99998.87457699911,Exit,-0.26005160906339003
Buy,-0.328095864253631,99999.20267286336,Entry,-0.13014441085229253
Sell,-0.13909352819176776,99999.06357933517,Exit,-0.10394328182268481
Buy,-0.13909352819176776,99999.20267286336,Entry,-0.10394328182268481
Sell,-0.07036540598745385,99999.13230745737,Exit,0.09679987951821215
Buy,-0.06177439071191461,99999.19408184808,Entry,0.09679987951821215
Sell,-0.13909352819176776,99999.05498831988,Exit,-0.10394328182268481
Buy,-0.13050251291622852,99999.1854908328,Entry,0.07251483253034936
Sell,-0.13909352819176776,99999.0463973046,Exit,-0.10394328182268481
Buy,-0.1734575892939247,99999.21985489389,Entry,-0.11476333875423313
Sell,-0.3452778948047095,99998.8745769991,Exit,-0.26005160906339003
Buy,-0.35386891008024873,99999.22844590918,Entry,-0.26005160906339003
Sell,-0.3968239864579449,99998.83162192271,Exit,-0.3305152338123247
Buy,-0.3968239864579449,99999.22844590918,Entry,-0.3305152338123247
Sell,-0.3968239864579449,99998.83162192271,Exit,-0.3305152338123247
Buy,-0.36245992535578797,99999.19408184807,Entry,-0.26005160906339003
Sell,-0.3452778948047095,99998.84880395327,Exit,-0.26005160906339003
Buy,-0.3452778948047095,99999.19408184807,Entry,-0.26005160906339003
Sell,-0.13909352819176776,99999.05498831987,Exit,-0.10394328182268481
Buy,-0.13050251291622852,99999.18549083278,Entry,-0.10394328182268481
Sell,-0.15627555874284624,99999.02921527404,Exit,-0.11476333875423313
Buy,-0.16486657401838548,99999.19408184807,Entry,-0.11476333875423313
Sell,-0.36245992535578797,99998.83162192271,Exit,-0.26005160906339003
Buy,-0.3710509406313272,99999.20267286335,Entry,-0.26005160906339003
Sell,-0.7404645974795145,99998.46220826588,Exit,-0.36303315988990614
Buy,-0.7232825669284361,99999.18549083281,Entry,-0.36303315988990614
Sell,-0.4311880475601019,99998.75430278525,Exit,-0.3305152338123247
Buy,-0.4140060170090234,99999.16830880225,Entry,-0.26005160906339003
Sell,-0.1734575892939247,99998.99485121296,Exit,-0.11476333875423313
Buy,-0.1906396198450032,99999.18549083281,Entry,-0.11476333875423313
Sell,-0.13909352819176776,99999.04639730461,Exit,-0.10394328182268481
Buy,-0.1906396198450032,99999.23703692446,Entry,-0.11476333875423313
Sell,-0.37964195590686645,99998.85739496855,Exit,-0.26005160906339003
Buy,-0.3710509406313272,99999.22844590919,Entry,-0.13105988367087942
Sell,-0.15627555874284624,99999.07217035045,Exit,-0.11476333875423313
Buy,-0.15627555874284624,99999.22844590919,Entry,-0.11476333875423313
Sell,-0.2765497726003956,99998.95189613658,Exit,-0.13014441085229253
Buy,-0.29373180315147407,99999.24562793973,Entry,-0.13014441085229253
Sell,-0.13909352819176776,99999.10653441153,Exit,-0.10394328182268481
Buy,-0.13050251291622852,99999.23703692445,Entry,0.07251483253034936
Sell,-0.24218571149823864,99998.99485121295,Exit,-0.13014441085229253
Buy,-0.24218571149823864,99999.23703692445,Entry,-0.13014441085229253
Sell,-0.1734575892939247,99999.06357933515,Exit,-0.11476333875423313
Buy,-0.1906396198450032,99999.254218955,Entry,-0.11476333875423313
Sell,-0.13909352819176776,99999.1151254268,Exit,-0.10394328182268481
Buy,-0.10472946708961081,99999.21985489389,Entry,0.07251483253034936
Sell,-0.13909352819176776,99999.0807613657,Exit,-0.10394328182268481
Buy,-0.1906396198450032,99999.27140098554,Entry,-0.11476333875423313
Sell,-0.15627555874284624,99999.1151254268,Exit,-0.10394328182268481
Buy,-0.22500368094716017,99999.34012910775,Entry,-0.11476333875423313
Sell,-0.4483700781111804,99998.89175902963,Exit,-0.26005160906339003
Buy,-0.4483700781111804,99999.34012910775,Entry,-0.26005160906339003
Sell,-0.48273413921333735,99998.85739496854,Exit,-0.3305152338123247
Buy,-0.5170982003154942,99999.37449316886,Entry,-0.3357169341475365
Sell,-0.8091927196838284,99998.56530044918,Exit,-0.43244796887444015
Buy,-0.757646628030593,99999.3229470772,Entry,-0.36732207057656524
Sell,-1.0669231779500057,99998.25602389926,Exit,-0.4958747055763989
Buy,-1.0153770862967701,99999.27140098556,Entry,-0.4603349380599957
Sell,-0.49991616976441583,99998.77148481579,Exit,-0.33108823957431
Buy,-0.5170982003154942,99999.28858301611,Entry,-0.3362899399095218
Sell,-0.4655521086622589,99998.82303090744,Exit,-0.2606246148253753
Buy,-0.48273413921333735,99999.30576504665,Entry,-0.2606246148253753
Sell,-0.7061005363773576,99998.59966451027,Exit,-0.395805883744474
Buy,-0.6975095211018183,99999.29717403137,Entry,-0.3642910626324999
Sell,-1.4105637889715752,99997.88661024239,Exit,-0.6733590648548277
Buy,-1.4277458195226536,99999.31435606192,Entry,-0.6733590648548277
Sell,-0.15627555874284624,99999.15808050318,Exit,-0.10576216869759483
Buy,-0.12191149764068929,99999.27999200083,Entry,0.07069594565543934
Sell,-0.15627555874284624,99999.12371644209,Exit,-0.10576216869759483
Buy,-0.10472946708961081,99999.22844590918,Entry,0.09498099264330212
Sell,-0.05318337543637537,99999.17526253374,Exit,0.09498099264330212
Buy,0.0499088078700955,99999.12535372587,Entry,0.18102301673411222
Sell,0.23891114393195875,99999.3642648698,Exit,0.42768693140392683
Buy,0.18736505227872333,99999.17689981752,Entry,0.41643976320920534
Sell,0.06709083842117398,99999.24399065594,Exit,0.18903590949121116
Buy,0.06709083842117398,99999.17689981752,Entry,0.18903590949121116
Sell,-0.08754743653853232,99999.08935238098,Exit,0.09498099264330212
Buy,-0.05318337543637537,99999.14253575641,Entry,0.09498099264330212
Sell,-0.13909352819176776,99999.00344222822,Exit,-0.10576216869759483
Buy,-0.13050251291622852,99999.13394474113,Entry,0.07069594565543934
Sell,-0.13909352819176776,99998.99485121293,Exit,-0.10576216869759483
Buy,-0.147684543467307,99999.1425357564,Entry,-0.10576216869759483
Sell,-0.4655521086622589,99998.67698364773,Exit,-0.2618704959383001
Buy,-0.4311880475601019,99999.10817169529,Entry,-0.13196329772720258
Sell,-0.1734575892939247,99998.934714106,Exit,-0.10576216869759483
Buy,-0.20782165039608166,99999.1425357564,Entry,-0.11658222562914315
Sell,-0.24218571149823864,99998.9003500449,Exit,-0.11658222562914315
Buy,-0.29373180315147407,99999.19408184805,Entry,-0.13196329772720258
Sell,-0.5858263225198082,99998.60825552553,Exit,-0.33753582102244656
Buy,-0.6030083530708867,99999.21126387859,Entry,-0.33753582102244656
Sell,-1.2902895751140258,99997.92097430347,Exit,-0.5896347066770328
Buy,-1.2902895751140258,99999.21126387859,Entry,-0.5896347066770328
Sell,-0.9294669335413778,99998.28179694506,Exit,-0.44916083442262444
Buy,-0.8779208418881423,99999.15971778694,Entry,-0.44608014530786644
Sell,0.3849584036161258,99999.54467619056,Exit,0.6539148343022188
Buy,0.41073144944274353,99999.13394474112,Entry,0.7216597815569464
Sell,0.5138236327492144,99999.64776837386,Exit,0.8170591901182893
Buy,0.5653697244024498,99999.08239864947,Entry,0.8904270033380283
Sell,0.41073144944274353,99999.49313009891,Exit,0.7216597815569464
Buy,0.41073144944274353,99999.08239864947,Entry,0.7216597815569464
Sell,0.2045470828298018,99999.2869457323,Exit,0.41643976320920534
Buy,0.18736505227872333,99999.09958068002,Entry,0.41643976320920534
Sell,0.03272677731901702,99999.13230745734,Exit,0.1782815676918104
Buy,0.08427286897225246,99999.04803458837,Entry,0.34443457984364456
Sell,-0.03600134488529689,99999.01203324349,Exit,0.11625964551336448
Buy,-0.07036540598745385,99999.08239864948,Entry,0.09498099264330212
Sell,-0.22500368094716017,99998.85739496854,Exit,-0.11658222562914315
Buy,-0.2335946962226994,99999.09098966476,Entry,-0.11658222562914315
Sell,-0.1906396198450032,99998.90035004492,Exit,-0.1160092198671579
Buy,-0.22500368094716017,99999.12535372586,Entry,-0.1160092198671579
Sell,0.49664160219813597,99999.62199532805,Exit,0.8304570399073561
Buy,0.5138236327492144,99999.1081716953,Entry,0.856114670669024
Sell,0.9777384576283333,100000.08591015293,Exit,1.0521992453287385
Buy,1.0121025187304904,99999.07380763421,Entry,1.0521992453287385
Sell,0.7028259688110777,99999.77663360302,Exit,0.9823106591276531
Buy,0.5997337855046068,99999.17689981751,Entry,0.9399698962422673
Sell,0.3763673883405866,99999.55326720585,Exit,0.6927195214916355
Buy,0.39354941889166506,99999.15971778696,Entry,0.7222104307213113
Sell,0.3162302814118119,99999.47594806837,Exit,0.6135862824526205
Buy,0.25609317448303726,99999.21985489389,Entry,0.5716264441937784
Sell,0.03272677731901702,99999.25258167122,Exit,0.1827936646675643
Buy,-0.0016372837831399353,99999.254218955,Entry,0.17482371449920572
Sell,0.10145489952333094,99999.35567385453,Exit,0.3477238032669247
Buy,0.10145489952333094,99999.254218955,Entry,0.3477238032669247
Sell,-0.0016372837831399353,99999.25258167122,Exit,0.17482371449920572
Buy,0.03272677731901702,99999.21985489389,Entry,0.1827936646675643
Sell,0.0499088078700955,99999.26976370176,Exit,0.1843122401573924
Buy,0.08427286897225246,99999.18549083278,Entry,0.30525147090492477
Sell,-0.13909352819176776,99999.04639730458,Exit,-0.10394328182268481
Buy,-0.12191149764068929,99999.16830880223,Entry,0.07251483253034936
Sell,-0.29373180315147407,99998.87457699908,Exit,-0.13014441085229253
Buy,-0.4311880475601019,99999.30576504664,Entry,-0.26005160906339003
Sell,-0.5342802308665727,99998.77148481576,Exit,-0.3357169341475365
Buy,-0.5514622614176512,99999.32294707718,Entry,-0.3357169341475365
Sell,-0.4655521086622589,99998.85739496851,Exit,-0.3305152338123247
Buy,-0.49991616976441583,99999.35731113827,Entry,-0.3305152338123247
Sell,1.0464665798326473,100000.40377771811,Exit,1.0504971658357904
Buy,1.0980126714858827,99999.30576504662,Entry,1.0963941107558082
Sell,1.1839228242412752,100000.48968787087,Exit,1.153535770952019
Buy,1.252650946445589,99999.23703692442,Entry,1.2022605991805106
Sell,1.218286885343432,100000.45532380976,Exit,1.189693733492376
Buy,1.1323767325880396,99999.32294707718,Entry,1.1478034207064425
Sell,1.0808306409348043,100000.40377771811,Exit,1.0963941107558082
Buy,1.1667407936901966,99999.23703692442,Entry,1.153535770952019
Sell,1.1667407936901966,100000.40377771811,Exit,1.153535770952019
Buy,1.2354689158945105,99999.16830880221,Entry,1.2022605991805106
Sell,1.2011048547923535,100000.369413657,Exit,1.1770447097318673
Buy,1.287015007547746,99999.08239864945,Entry,1.2089148263781782
Sell,1.3041970380988244,100000.38659568755,Exit,1.2089148263781782
Buy,1.1323767325880396,99999.25421895497,Entry,1.1478034207064425
Sell,1.0980126714858827,100000.35223162646,Exit,1.0963941107558082
Buy,1.0808306409348043,99999.27140098553,Entry,1.0963941107558082
Sell,1.0121025187304904,100000.28350350425,Exit,1.0504971658357904
Buy,1.0636486103837257,99999.21985489386,Entry,1.0963941107558082
Sell,1.1151947020369612,100000.3350495959,Exit,1.0963941107558082
Buy,1.037875564557108,99999.29717403135,Entry,1.0504971658357904
Sell,0.7200079993621562,100000.01718203072,Exit,0.9806085796347053
Buy,0.6856439382599993,99999.33153809246,Entry,0.9774646888480103
Sell,0.6169158160556852,99999.94845390852,Exit,0.9375096218680237
Buy,0.5481876938513713,99999.40026621467,Entry,0.8893789402875593
Sell,0.32482129668735116,99999.72508751135,Exit,0.6147349191008482
Buy,0.3591853577895081,99999.36590215356,Entry,0.6851095127292928
Sell,0.23891114393195875,99999.60481329748,Exit,0.4366254849070641
Buy,0.2045470828298018,99999.40026621465,Entry,0.4197289866324855
Sell,0.03272677731901702,99999.43299299198,Exit,0.18005221562526247
Buy,0.041317792594556264,99999.39167519938,Entry,0.1843122401573924
Sell,0.0499088078700955,99999.44158400725,Exit,0.1843122401573924
Buy,-0.05318337543637537,99999.49476738268,Entry,0.09679987951821215
Sell,-0.15627555874284624,99999.33849182395,Exit,-0.10394328182268481
Buy,-0.13909352819176776,99999.47758535214,Entry,-0.10394328182268481
Sell,-0.13909352819176776,99999.33849182395,Exit,-0.10394328182268481
Buy,-0.08754743653853232,99999.42603926049,Entry,0.09679987951821215
Sell,-0.1734575892939247,99999.2525816712,Exit,-0.11476333875423313
Buy,-0.1734575892939247,99999.42603926049,Entry,-0.11476333875423313
Sell,-0.13909352819176776,99999.2869457323,Exit,-0.10394328182268481
Buy,-0.1734575892939247,99999.46040332159,Entry,-0.11476333875423313
Sell,-0.4311880475601019,99999.02921527403,Exit,-0.26005160906339003
Buy,-0.42259703228456263,99999.45181230632,Entry,-0.26005160906339003
Sell,0.10145489952333094,99999.55326720585,Exit,0.3477238032669247
Buy,0.1358189606254879,99999.41744824522,Entry,0.4197289866324855
Sell,-0.03600134488529689,99999.38144690034,Exit,0.10592442487165629
Buy,-0.12191149764068929,99999.50335839798,Entry,0.07251483253034936
Sell,-0.13909352819176776,99999.36426486979,Exit,-0.10394328182268481
Buy,-0.13909352819176776,99999.50335839798,Entry,-0.10394328182268481
Sell,-0.1734575892939247,99999.32990080869,Exit,-0.11476333875423313
Buy,-0.13909352819176776,99999.46899433689,Entry,-0.10394328182268481
Sell,-0.4311880475601019,99999.03780628933,Exit,-0.26005160906339003
Buy,-0.3452778948047095,99999.38308418413,Entry,-0.13014441085229253
Sell,-0.4311880475601019,99998.95189613657,Exit,-0.26005160906339003
Buy,-0.5342802308665727,99999.48617636744,Entry,-0.3357169341475365
